marker,bio_rep,prefix,date_code,scene,cell_index,region,channel,source_path,ilp_path,output_path
mbp,n4,X,1605,0,2,cell,c2,C:\Users\JackM\Desktop\out\X1605_0_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell02_cell_c2__mbp_seg.tiff
c3,n4,X,1605,0,2,cell,c3,C:\Users\JackM\Desktop\out\X1605_0_cell02_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_0_cell02_cell_c3__c3_seg.tiff
mbp,n4,X,1605,0,2,soma,c2,C:\Users\JackM\Desktop\out\X1605_0_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell02_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,1,1,cell,c2,C:\Users\JackM\Desktop\out\X1605_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell01_cell_c2__mbp_seg.tiff
c3,n4,X,1605,1,1,cell,c3,C:\Users\JackM\Desktop\out\X1605_1_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_1_cell01_cell_c3__c3_seg.tiff
mbp,n4,X,1605,1,1,soma,c2,C:\Users\JackM\Desktop\out\X1605_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell01_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,1,2,cell,c2,C:\Users\JackM\Desktop\out\X1605_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell02_cell_c2__mbp_seg.tiff
c3,n4,X,1605,1,2,cell,c3,C:\Users\JackM\Desktop\out\X1605_1_cell02_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_1_cell02_cell_c3__c3_seg.tiff
mbp,n4,X,1605,1,2,soma,c2,C:\Users\JackM\Desktop\out\X1605_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell02_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,2,1,cell,c2,C:\Users\JackM\Desktop\out\X1605_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_2_cell01_cell_c2__mbp_seg.tiff
c3,n4,X,1605,2,1,cell,c3,C:\Users\JackM\Desktop\out\X1605_2_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_2_cell01_cell_c3__c3_seg.tiff
mbp,n4,X,1605,2,1,soma,c2,C:\Users\JackM\Desktop\out\X1605_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_2_cell01_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,3,1,cell,c2,C:\Users\JackM\Desktop\out\X1605_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell01_cell_c2__mbp_seg.tiff
c3,n4,X,1605,3,1,cell,c3,C:\Users\JackM\Desktop\out\X1605_3_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell01_cell_c3__c3_seg.tiff
mbp,n4,X,1605,3,1,soma,c2,C:\Users\JackM\Desktop\out\X1605_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell01_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,3,2,cell,c2,C:\Users\JackM\Desktop\out\X1605_3_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell02_cell_c2__mbp_seg.tiff
c3,n4,X,1605,3,2,cell,c3,C:\Users\JackM\Desktop\out\X1605_3_cell02_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell02_cell_c3__c3_seg.tiff
mbp,n4,X,1605,3,2,soma,c2,C:\Users\JackM\Desktop\out\X1605_3_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell02_soma_c2__mbp_seg.tiff
mbp,n4,X,1605,3,3,cell,c2,C:\Users\JackM\Desktop\out\X1605_3_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell03_cell_c2__mbp_seg.tiff
c3,n4,X,1605,3,3,cell,c3,C:\Users\JackM\Desktop\out\X1605_3_cell03_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell03_cell_c3__c3_seg.tiff
mbp,n4,X,1605,3,3,soma,c2,C:\Users\JackM\Desktop\out\X1605_3_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell03_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,0,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_0_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,0,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_0_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_0_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,0,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_0_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,1,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_1_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,1,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_1_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_1_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,1,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_1_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,2,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_2_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,2,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_2_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_2_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,2,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_2_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,3,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,3,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_3_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,3,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,3,2,cell,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell02_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,3,2,cell,c3,C:\Users\JackM\Desktop\out\Y1605_3_cell02_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell02_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,3,2,soma,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell02_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,3,3,cell,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell03_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,3,3,cell,c3,C:\Users\JackM\Desktop\out\Y1605_3_cell03_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell03_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,3,3,soma,c2,C:\Users\JackM\Desktop\out\Y1605_3_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell03_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,4,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_4_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_4_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,4,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_4_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_4_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,4,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_4_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_4_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Y,1605,5,1,cell,c2,C:\Users\JackM\Desktop\out\Y1605_5_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_5_cell01_cell_c2__mbp_seg.tiff
c3,n4,Y,1605,5,1,cell,c3,C:\Users\JackM\Desktop\out\Y1605_5_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_5_cell01_cell_c3__c3_seg.tiff
mbp,n4,Y,1605,5,1,soma,c2,C:\Users\JackM\Desktop\out\Y1605_5_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_5_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Z,1605,0,1,cell,c2,C:\Users\JackM\Desktop\out\Z1605_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_0_cell01_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,0,1,cell,c3,C:\Users\JackM\Desktop\out\Z1605_0_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_0_cell01_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,1,1,cell,c2,C:\Users\JackM\Desktop\out\Z1605_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_1_cell01_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,1,1,cell,c3,C:\Users\JackM\Desktop\out\Z1605_1_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_1_cell01_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,1,1,soma,c2,C:\Users\JackM\Desktop\out\Z1605_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_1_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Z,1605,1,2,cell,c2,C:\Users\JackM\Desktop\out\Z1605_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_1_cell02_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,1,2,cell,c3,C:\Users\JackM\Desktop\out\Z1605_1_cell02_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_1_cell02_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,1,2,soma,c2,C:\Users\JackM\Desktop\out\Z1605_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_1_cell02_soma_c2__mbp_seg.tiff
mbp,n4,Z,1605,2,1,cell,c2,C:\Users\JackM\Desktop\out\Z1605_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_2_cell01_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,2,1,cell,c3,C:\Users\JackM\Desktop\out\Z1605_2_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_2_cell01_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,2,1,soma,c2,C:\Users\JackM\Desktop\out\Z1605_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_2_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Z,1605,3,1,cell,c2,C:\Users\JackM\Desktop\out\Z1605_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_3_cell01_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,3,1,cell,c3,C:\Users\JackM\Desktop\out\Z1605_3_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_3_cell01_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,3,1,soma,c2,C:\Users\JackM\Desktop\out\Z1605_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_3_cell01_soma_c2__mbp_seg.tiff
mbp,n4,Z,1605,4,1,cell,c2,C:\Users\JackM\Desktop\out\Z1605_4_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_4_cell01_cell_c2__mbp_seg.tiff
c3,n4,Z,1605,4,1,cell,c3,C:\Users\JackM\Desktop\out\Z1605_4_cell01_cell_c3.tif,C:\Users\JackM\Desktop\out\c3_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Z1605_4_cell01_cell_c3__c3_seg.tiff
mbp,n4,Z,1605,4,1,soma,c2,C:\Users\JackM\Desktop\out\Z1605_4_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\c2_ilastik\n4\n4.ilp,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Z1605_4_cell01_soma_c2__mbp_seg.tiff
